,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,Neighborhood,OverallQual,OverallCond,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SC_Abnorml,SC_AdjLand,SC_Alloca,SC_Family,SC_Normal,SC_Partial,SalePrice
745,555,60,3,85.0,10625,2,1,2,2,1.0,1,4,4,4,23,7,5,6,1,5.0,1006,1040,0,2,1,3,1,3,8,1,5.0,3,871,3,2,320,62,0,0,0,0,0,0,0,0,0,0,1,0,284000
746,568,20,3,70.0,10171,2,2,2,2,1.0,1,4,4,4,23,7,5,6,1,5.0,1535,0,0,2,0,3,1,3,7,0,4.0,2,532,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,214000
747,582,20,3,98.0,12704,2,1,2,2,1.0,1,4,4,4,23,8,5,6,1,5.0,2042,0,0,2,1,3,1,4,8,1,4.0,3,1390,3,2,0,90,0,0,0,0,0,0,0,0,0,0,0,1,253293
748,592,60,3,97.0,13478,2,2,2,2,1.5,1,4,4,4,23,10,5,6,1,5.0,1728,568,0,2,1,3,1,4,10,1,5.0,3,842,3,2,382,274,0,0,0,0,0,0,0,0,0,0,1,0,451950
749,601,60,3,74.0,10927,2,1,2,2,1.0,1,4,4,4,23,8,5,6,1,5.0,1058,846,0,2,1,3,1,4,8,1,5.0,2,736,3,2,179,60,0,0,0,0,0,0,0,0,0,0,1,0,275000
750,619,20,3,90.0,11694,2,1,2,2,1.0,1,4,4,4,23,9,5,6,1,5.0,1828,0,0,2,0,3,1,3,9,1,4.0,3,774,3,2,0,108,0,0,260,0,0,0,0,0,0,0,0,1,314813
751,632,120,3,34.0,4590,2,1,2,2,1.0,1,4,4,2,23,8,5,6,1,5.0,1554,0,0,2,0,2,1,3,6,1,4.0,2,627,3,2,156,73,0,0,0,0,0,0,0,0,0,0,1,0,209500
752,641,120,3,62.0,12677,2,2,2,2,1.0,1,4,4,3,23,8,5,6,1,5.0,1518,0,0,1,1,1,1,4,6,1,4.0,2,588,3,2,185,140,0,0,0,0,0,0,0,0,0,0,1,0,274000
753,690,120,3,61.0,7577,2,2,2,2,1.5,1,4,4,3,23,6,5,6,1,5.0,1362,0,0,2,0,2,1,3,6,1,4.0,2,460,3,2,192,28,0,0,0,0,0,0,0,0,0,0,1,0,194700
754,708,120,3,48.0,6240,2,1,2,2,1.0,1,4,4,3,23,8,5,6,1,5.0,1324,0,0,2,0,2,1,3,6,1,4.0,2,550,3,2,192,38,0,0,0,0,0,0,0,0,0,0,1,0,254000
755,754,60,3,80.0,10240,2,1,2,2,1.0,1,4,4,4,23,8,5,6,1,5.0,1038,1060,0,2,1,3,1,4,8,1,4.0,3,878,3,2,192,52,0,0,0,0,0,0,0,0,0,0,1,0,275500
756,775,20,3,110.0,14226,2,1,2,2,1.5,1,4,4,4,23,8,5,6,1,5.0,1973,0,0,2,0,3,1,3,9,1,4.0,3,895,3,2,315,45,0,0,0,0,0,0,0,0,0,0,0,1,395000
757,799,60,3,104.0,13518,2,1,2,2,1.0,1,4,4,4,23,9,5,6,1,5.0,1966,1174,0,3,1,4,1,4,11,2,5.0,3,820,3,2,144,78,0,0,0,0,0,0,0,0,0,0,0,1,485000
758,804,60,3,107.0,13891,2,1,2,2,1.0,1,4,4,4,23,9,5,6,1,5.0,1734,1088,0,3,1,4,1,4,12,1,5.0,3,1020,3,2,52,170,0,0,192,0,0,0,0,0,0,0,0,1,582933
759,820,120,3,44.0,6371,2,2,2,2,1.0,1,4,4,3,23,7,5,6,1,5.0,1358,0,0,2,0,2,1,3,6,1,4.0,2,484,3,2,192,35,0,0,0,0,0,0,0,0,0,0,0,1,224000
760,826,20,3,114.0,14803,2,1,2,2,1.0,1,7,7,4,23,10,5,6,1,5.0,2084,0,0,2,0,2,1,4,7,1,4.0,3,1220,3,2,188,45,0,0,0,0,0,0,0,0,0,0,0,1,385000
761,878,60,3,74.0,8834,2,1,2,2,1.0,1,4,4,4,23,9,5,6,1,5.0,1462,762,0,2,1,4,1,4,10,1,4.0,3,738,3,2,184,0,0,0,0,0,0,0,0,0,0,0,1,0,350000
762,899,20,3,100.0,12919,2,2,2,2,1.0,1,4,4,4,23,9,5,6,1,5.0,2364,0,0,2,1,2,1,4,11,2,4.0,3,820,3,2,0,67,0,0,0,0,0,0,0,0,0,0,0,1,611657
763,927,60,3,93.0,11999,2,1,2,2,1.0,1,4,4,4,23,8,5,6,1,5.0,1234,1140,0,2,1,4,1,4,10,1,5.0,3,656,3,2,104,100,0,0,0,0,0,0,0,0,0,0,1,0,285000
764,972,160,3,36.0,2268,2,1,2,2,1.0,1,4,4,2,23,7,5,6,1,5.0,764,862,0,2,0,2,1,3,6,0,5.0,2,474,3,2,0,27,0,0,0,0,0,0,0,0,0,0,1,0,173000
765,988,20,3,83.0,10159,2,2,2,2,1.0,1,4,4,4,23,9,5,6,1,5.0,1940,0,0,2,1,3,1,4,8,1,4.0,3,606,3,2,168,95,0,0,0,0,0,0,0,0,0,0,0,1,395192
766,995,20,3,96.0,12456,2,1,2,2,1.0,1,4,4,4,23,10,5,6,1,5.0,1718,0,0,2,0,3,1,4,7,1,4.0,3,786,3,2,216,48,0,0,0,0,0,0,0,0,0,0,1,0,337500
767,1043,120,3,34.0,5381,2,2,2,2,1.0,1,4,4,2,23,6,5,6,1,5.0,1306,0,0,2,0,1,1,3,5,1,4.0,2,624,3,2,170,63,0,0,0,0,0,0,0,0,0,0,1,0,196000
768,1057,120,3,43.0,7052,2,2,2,2,1.0,1,4,4,3,23,7,5,6,1,5.0,1364,0,0,2,0,2,1,3,6,1,4.0,2,484,3,2,192,36,0,0,0,0,0,0,0,0,0,0,1,0,185850
769,1059,60,3,96.0,11308,2,2,2,2,1.0,1,4,4,4,23,9,5,6,1,5.0,1130,1054,0,2,1,3,1,4,10,1,4.0,3,836,3,2,0,102,0,0,0,0,0,0,0,0,0,0,1,0,335000
770,1110,20,3,107.0,11362,2,2,2,2,1.0,1,4,4,4,23,8,5,6,1,5.0,1836,0,0,2,0,3,1,3,7,1,4.0,3,862,3,2,125,185,0,0,0,0,0,0,0,0,0,0,1,0,280000
771,1116,20,3,93.0,12085,2,1,2,2,1.0,1,4,4,4,23,8,5,6,1,5.0,1734,0,0,2,0,3,1,4,7,1,4.0,3,928,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,318000
772,1158,120,3,34.0,5001,2,2,2,2,1.0,1,4,4,2,23,7,5,6,1,5.0,1314,0,0,2,0,2,1,3,6,1,4.0,2,626,3,2,172,62,0,0,0,0,0,0,0,0,0,0,1,0,230000
773,1166,20,3,79.0,9541,2,2,2,2,1.0,1,4,4,4,23,7,5,6,1,5.0,1502,0,0,2,0,3,1,3,7,0,4.0,2,644,3,2,0,114,0,0,0,0,0,0,0,0,0,0,0,1,233170
774,1229,120,3,65.0,8769,2,1,2,2,1.5,1,4,4,3,23,9,5,6,1,5.0,1702,0,0,1,1,1,1,4,7,1,4.0,3,1052,3,2,0,72,0,0,224,0,0,0,0,0,0,0,0,1,367294
775,1237,160,3,36.0,2628,2,1,2,2,1.0,1,4,4,2,23,7,5,6,1,5.0,764,862,0,2,1,2,1,3,6,0,5.0,2,474,3,2,0,27,0,0,0,0,0,0,0,0,0,0,1,0,175500
776,1244,20,3,107.0,13891,2,1,2,2,1.0,1,4,4,4,23,10,5,6,1,5.0,2076,0,0,2,1,2,1,4,7,1,4.0,3,850,3,2,216,229,0,0,0,0,0,0,0,0,0,0,0,1,465000
777,1252,120,3,70.04995836802665,3136,2,2,2,2,1.5,1,4,4,3,23,7,5,6,1,5.0,1405,0,0,2,0,2,1,3,6,1,4.0,2,478,3,2,148,36,0,0,0,0,0,0,0,0,0,0,1,0,171750
778,1290,60,3,86.0,11065,2,2,2,2,1.0,1,4,4,4,23,8,5,6,1,5.0,1120,850,0,2,1,3,1,4,8,1,5.0,3,753,3,2,177,74,0,0,0,0,0,0,0,0,0,0,0,1,281000
779,1306,20,3,108.0,13173,2,2,2,2,1.5,1,4,4,4,23,9,5,6,1,5.0,1652,0,0,2,0,2,1,4,6,2,4.0,2,840,3,2,404,102,0,0,0,0,0,0,0,0,0,0,1,0,325000
780,1307,120,3,48.0,6955,2,2,2,2,1.0,1,4,4,3,23,7,5,6,1,5.0,1368,0,0,2,0,2,1,3,6,1,4.0,2,474,3,2,132,35,0,0,0,0,0,0,0,0,0,0,0,1,202500
781,1360,20,3,129.0,16737,2,1,2,2,2.0,1,4,4,4,23,9,5,6,1,5.0,1980,0,0,2,0,3,1,4,8,1,4.0,3,770,3,2,194,45,0,0,0,0,0,0,0,0,0,0,1,0,315000
782,1438,20,3,96.0,12444,2,1,2,2,1.0,1,4,4,4,23,8,5,6,1,5.0,1932,0,0,2,0,2,1,4,7,1,4.0,3,774,3,2,0,66,0,304,0,0,0,0,0,0,0,0,0,1,394617
783,15,20,3,70.04995836802665,10920,2,2,2,2,1.5,1,4,4,4,10,6,5,6,1,5.0,1253,0,0,1,1,2,1,2,5,1,4.0,1,352,3,2,0,213,176,0,0,0,2,0,0,0,0,0,1,0,157000
784,17,20,3,70.04995836802665,11241,2,2,2,2,3.0,1,4,4,4,10,6,7,6,1,5.0,1004,0,0,1,0,2,1,2,5,1,4.0,2,480,3,2,0,0,0,0,0,0,0,700,0,0,0,0,1,0,149000
785,20,20,3,70.0,7560,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,5.0,1339,0,0,1,0,3,1,2,6,0,4.0,1,294,3,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,139000
786,27,20,3,60.0,7200,2,1,2,2,1.5,1,4,4,4,10,5,7,6,1,5.0,900,0,1,1,0,3,1,3,5,0,3.0,2,576,3,2,222,32,0,0,0,0,0,0,0,0,0,0,1,0,134800
787,29,20,3,47.0,16321,2,2,2,2,3.0,1,4,4,4,10,5,6,6,1,5.0,1600,0,0,1,0,2,1,2,6,2,4.0,1,319,3,2,288,258,0,0,0,0,0,0,0,0,0,0,1,0,207500
788,34,20,3,70.0,10552,2,2,2,2,1.0,1,4,4,4,10,5,5,6,1,5.0,1700,0,1,1,1,4,1,3,6,1,4.0,2,447,3,2,0,38,0,0,0,0,0,0,0,0,0,0,1,0,165500
789,38,20,3,74.0,8532,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,5.0,1297,0,1,1,0,3,1,2,5,1,4.0,2,498,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,153000
790,39,20,3,68.0,7922,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,1057,0,0,1,0,3,1,3,5,0,3.0,1,246,3,2,0,52,0,0,0,0,0,0,1,0,0,0,0,0,109000
791,41,20,3,84.0,8658,2,1,2,2,1.0,1,4,4,4,10,6,5,6,1,5.0,1324,0,0,2,0,3,1,2,6,1,4.0,2,440,3,2,0,138,0,0,0,0,2,0,1,0,0,0,0,0,160000
792,45,20,3,70.0,7945,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,4.0,1150,0,0,1,0,3,1,2,6,0,4.0,1,300,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141000
793,55,80,3,60.0,7134,2,1,1,2,1.0,2,4,4,4,10,5,5,6,1,5.0,1360,0,0,1,0,3,1,2,6,1,3.0,2,572,3,2,0,50,0,0,0,0,3,0,0,0,0,0,1,0,130000
794,56,20,3,100.0,10175,2,2,2,2,1.0,1,4,4,4,10,6,5,6,1,5.0,1425,0,0,2,0,3,1,2,7,1,4.0,2,576,3,2,0,0,0,407,0,0,0,0,0,0,0,0,1,0,180500
795,67,20,3,70.04995836802665,19900,2,1,2,2,1.0,1,8,4,4,10,7,5,6,1,5.0,2207,0,0,2,0,3,1,2,7,1,4.0,2,576,3,2,301,0,0,0,0,0,0,0,0,0,0,0,1,0,180000
796,71,20,3,95.0,13651,2,2,2,2,1.0,1,4,4,4,10,7,6,6,1,5.0,2223,0,0,2,0,3,1,2,8,2,4.0,2,516,3,2,300,0,0,0,0,0,0,0,0,0,0,0,1,0,244000
797,74,20,3,85.0,10200,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,1086,0,0,1,0,3,1,2,6,0,4.0,2,490,3,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,144900
798,77,20,3,70.04995836802665,8475,2,2,2,2,1.0,1,4,4,4,10,4,7,6,1,4.0,952,0,0,1,0,2,1,2,4,0,3.0,1,283,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,135750
799,81,60,3,100.0,13000,2,1,2,2,1.5,1,4,4,4,10,6,6,6,1,5.0,1182,960,0,2,1,4,1,3,8,1,4.0,1,509,3,2,0,72,0,0,252,0,0,0,0,0,0,0,1,0,193500
800,84,20,3,80.0,8892,2,2,2,2,1.0,1,4,4,4,10,5,5,6,1,5.0,1065,0,0,1,1,3,1,2,6,0,3.0,2,461,3,2,74,0,0,0,0,0,0,0,0,0,0,0,1,0,126500
801,91,20,3,60.0,7200,2,1,2,2,1.0,1,4,4,4,10,4,5,6,1,4.0,1040,0,0,1,0,2,1,2,4,0,3.0,2,420,3,2,0,29,0,0,0,0,0,0,0,0,0,0,1,0,109900
802,92,20,3,85.0,8500,2,1,2,2,1.0,1,4,4,4,10,5,3,6,1,5.0,1235,0,0,1,0,2,1,2,6,0,4.0,2,480,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,98600
803,100,20,3,77.0,9320,2,2,2,2,1.0,1,4,4,4,10,4,5,6,1,5.0,1225,0,0,1,1,3,1,2,6,0,0.0,0,0,0,2,352,0,0,0,0,0,0,400,0,0,0,0,1,0,128950
804,123,20,3,75.0,9464,2,1,2,2,1.5,1,4,4,4,10,6,7,6,1,5.0,1080,0,0,1,0,3,1,2,5,0,4.0,1,288,3,2,0,0,0,0,130,0,0,0,0,0,0,0,1,0,136000
805,129,60,3,69.0,7590,2,1,2,2,1.0,1,7,4,4,10,6,5,6,1,5.0,660,688,0,1,1,3,1,2,6,1,4.0,2,453,3,2,188,108,0,0,0,0,0,0,0,0,0,0,1,0,155000
806,130,20,3,69.0,8973,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,4.0,1053,0,1,1,1,3,1,4,6,0,6.0,2,750,3,2,0,80,0,180,0,0,1,0,1,0,0,0,0,0,150000
807,131,60,3,88.0,14200,2,1,2,2,1.5,1,4,4,4,10,7,6,6,1,5.0,1216,941,0,2,1,4,1,3,8,2,4.0,2,487,3,2,105,66,0,0,0,0,4,0,0,0,0,0,1,0,226000
808,133,20,3,75.0,7388,2,1,2,2,1.5,1,4,4,4,10,5,6,6,1,5.0,1327,0,0,1,0,3,1,3,7,0,3.0,2,624,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150750
809,137,20,3,70.04995836802665,10355,2,2,2,2,1.5,1,4,4,4,10,5,5,6,1,5.0,1214,0,0,2,0,3,1,2,5,1,4.0,1,318,3,2,0,111,0,0,0,0,0,0,0,0,0,0,1,0,143000
810,141,20,3,70.0,10500,2,1,2,2,1.0,1,4,4,4,10,4,5,6,1,5.0,864,0,0,1,0,3,1,2,5,1,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115000
811,143,50,3,71.0,8520,2,1,2,2,1.5,1,0,4,4,10,5,4,6,1,5.0,910,475,0,2,0,4,1,2,6,0,3.0,2,720,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,166000
812,157,20,3,60.0,7200,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,3.0,1040,0,0,1,0,2,1,2,5,0,3.0,2,625,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109500
813,172,20,3,141.0,31770,2,2,2,2,1.5,1,4,4,4,10,6,5,6,1,5.0,1656,0,0,1,0,3,1,2,7,2,4.0,2,528,3,1,210,62,0,0,0,0,0,0,0,0,0,0,1,0,215000
814,174,20,3,80.0,10197,2,2,2,2,1.0,1,4,4,4,10,6,5,6,1,5.0,1362,0,0,1,1,3,1,2,6,1,4.0,2,504,3,2,0,20,0,0,0,0,0,0,0,0,0,0,1,0,163000
815,192,60,3,70.04995836802665,7472,2,2,2,2,3.0,1,4,4,4,10,7,9,6,1,5.0,725,754,0,1,1,4,1,3,7,0,4.0,2,484,3,2,0,32,0,0,0,0,0,0,0,0,0,0,1,0,184000
816,198,75,3,174.0,25419,2,1,2,2,1.5,1,0,4,4,10,8,4,6,1,5.0,1360,1360,1,2,0,4,1,3,8,1,3.0,2,795,3,2,0,16,552,0,0,1,4,0,1,0,0,0,0,0,235000
817,208,20,3,70.04995836802665,12493,2,2,2,2,1.0,1,4,4,4,10,4,5,6,1,5.0,1100,0,0,1,0,3,1,2,6,1,4.0,1,312,3,2,355,0,0,0,0,0,2,0,0,0,0,0,1,0,141000
818,210,20,3,75.0,8250,2,1,2,2,1.0,1,4,4,4,10,6,7,6,1,5.0,1092,0,0,1,0,3,1,2,6,0,4.0,2,504,4,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,145000
819,216,20,3,72.0,10011,2,2,2,2,1.0,1,4,4,4,10,5,6,6,1,5.0,1236,0,1,1,0,2,1,3,6,1,4.0,1,447,3,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,134450
820,224,20,3,70.0,10500,2,1,2,2,1.0,1,4,4,4,10,4,6,6,1,5.0,864,0,0,1,0,2,1,2,4,0,3.0,2,576,3,2,216,0,0,0,0,0,0,0,1,0,0,0,0,0,97000
821,231,20,3,73.0,8760,2,1,2,2,1.0,1,4,4,4,10,6,6,6,1,5.0,1194,0,0,1,0,3,1,2,6,0,4.0,1,312,3,2,0,0,120,0,0,0,0,0,0,0,0,0,1,0,148000
822,248,20,3,75.0,11310,2,1,2,2,1.0,1,4,4,4,10,6,5,6,1,5.0,1375,0,0,1,0,2,1,2,5,1,4.0,2,451,3,2,0,30,0,0,0,0,0,0,0,0,0,0,1,0,140000
823,254,80,3,85.0,9350,2,1,2,2,1.0,1,4,4,4,10,6,7,6,1,5.0,1302,0,1,2,0,3,1,3,7,0,4.0,1,309,3,2,333,0,0,0,0,0,3,0,0,0,0,0,1,0,158000
824,255,20,3,70.0,8400,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,5.0,1314,0,0,1,0,3,1,2,5,0,4.0,1,294,3,2,250,0,0,0,0,0,0,0,0,0,0,0,1,0,145000
825,261,80,3,120.0,19296,2,1,2,2,1.5,1,0,4,4,10,6,5,6,1,5.0,1382,0,0,1,0,3,1,2,6,1,4.0,2,884,3,2,0,0,252,0,0,0,2,0,0,0,0,0,1,0,176000
826,274,20,3,80.0,9600,2,1,2,2,1.0,1,2,4,4,10,6,6,6,1,5.0,1632,0,0,2,0,3,1,2,6,1,4.0,1,338,3,2,289,0,0,0,0,0,3,0,0,0,0,0,1,0,139000
827,287,50,3,77.0,9786,2,2,1,2,1.0,1,4,4,4,10,6,7,6,1,5.0,1085,649,0,1,1,3,1,3,7,1,4.0,2,440,3,2,0,0,0,0,128,0,4,0,0,0,0,0,1,0,159000
828,288,20,3,70.04995836802665,8125,2,2,2,2,1.5,1,4,4,4,10,4,4,6,1,5.0,858,0,0,1,0,3,1,2,5,0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88000
829,295,20,3,80.0,9600,2,1,2,2,1.0,1,4,4,4,10,6,5,6,1,5.0,1644,0,0,1,0,3,1,2,7,2,4.0,2,418,3,2,110,0,0,0,0,0,0,0,0,0,0,0,1,0,167000
830,312,20,3,50.0,8000,2,1,2,2,1.0,1,4,4,4,10,6,6,6,1,5.0,972,0,0,1,0,2,1,2,5,1,3.0,1,240,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132000
831,325,80,3,96.0,11275,2,1,2,2,1.5,1,7,4,4,10,7,7,6,1,5.0,1898,1080,0,2,1,5,1,3,11,1,5.0,2,564,3,2,240,0,0,0,0,0,0,0,0,0,0,0,1,0,242000
832,328,20,3,80.0,11600,2,1,2,2,1.0,1,4,4,4,10,6,5,6,1,5.0,1383,0,0,1,1,3,1,2,7,0,4.0,1,292,3,2,0,45,0,0,0,0,0,0,0,0,0,0,1,0,145250
833,331,90,3,70.04995836802665,10624,2,2,2,2,1.0,1,4,4,1,10,5,4,6,1,5.0,1728,0,1,2,0,6,2,2,10,0,3.0,1,352,3,2,155,0,0,0,0,0,0,0,0,0,0,0,1,0,119000
834,332,20,3,70.0,8176,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,5.0,1056,0,0,1,0,3,1,2,6,0,4.0,1,308,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139000
835,340,20,3,66.0,12400,2,2,2,2,1.0,1,2,4,4,10,6,7,6,1,4.0,1215,0,0,1,0,3,1,2,6,0,4.0,1,297,3,2,0,0,0,0,234,0,0,0,0,0,0,0,1,0,155000
836,343,90,3,70.04995836802665,8544,2,1,2,2,1.0,1,4,4,1,10,3,4,3,0,4.0,1040,0,0,2,0,2,2,2,6,0,3.0,2,400,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87500
837,347,20,3,70.04995836802665,12772,2,2,2,2,3.0,1,4,4,4,10,6,8,6,1,5.0,958,0,0,1,0,2,1,2,5,0,4.0,1,301,3,2,0,0,0,0,0,0,0,15500,0,0,0,0,1,0,151500
838,348,20,3,70.04995836802665,17600,2,2,2,2,1.0,1,4,4,4,10,6,5,6,1,4.0,1478,0,0,2,0,3,1,2,6,2,4.0,2,498,3,2,0,40,0,0,0,0,0,0,0,0,0,0,1,0,157500
839,367,20,3,70.04995836802665,9500,2,2,2,2,1.0,1,4,4,4,10,6,5,6,1,5.0,1394,0,0,1,1,3,1,2,6,2,4.0,2,514,3,2,0,76,0,0,185,0,0,0,0,0,0,0,1,0,159000
840,368,80,3,101.0,9150,2,2,2,2,1.5,1,4,4,4,10,6,5,6,1,5.0,1431,0,1,1,0,3,1,2,6,1,2.0,1,296,3,2,64,110,0,0,0,0,0,0,0,0,0,0,1,0,165000
841,369,20,3,78.0,7800,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,5.0,1268,0,0,1,0,2,1,2,7,1,4.0,1,244,3,2,0,98,0,0,0,0,0,0,0,0,0,0,1,0,132000
842,370,20,3,70.04995836802665,9830,2,2,2,2,1.5,1,4,4,4,10,5,7,6,1,5.0,1287,0,0,1,0,3,1,3,7,1,3.0,2,576,3,2,364,17,0,0,182,0,0,0,0,0,0,0,1,0,162000
843,374,20,3,79.0,10634,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,5.0,1319,0,0,1,0,3,1,2,5,0,4.0,1,270,3,2,66,0,0,0,0,0,2,0,0,0,0,0,1,0,123000
844,393,20,3,70.04995836802665,8339,2,2,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,882,0,0,1,0,3,1,2,5,0,4.0,1,294,3,2,0,0,0,0,0,0,3,1200,0,0,0,0,1,0,106500
845,398,60,3,69.0,7590,2,1,2,2,1.0,1,7,4,4,10,5,5,6,1,5.0,876,936,0,2,0,4,1,2,8,1,4.0,1,264,3,2,0,168,0,0,0,0,0,0,0,0,0,0,1,0,169500
846,420,20,3,65.0,8450,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,5.0,1056,0,0,1,0,3,1,2,6,1,4.0,1,304,3,2,0,85,184,0,0,0,0,0,0,0,0,0,1,0,142000
847,425,20,3,72.0,9000,2,1,2,2,1.0,1,4,4,4,10,6,5,6,1,4.0,1196,0,0,1,0,2,1,2,6,1,4.0,1,297,3,2,0,44,0,0,0,0,0,0,0,0,0,0,1,0,139000
848,428,20,3,77.0,8593,2,2,2,2,1.0,1,4,4,4,10,4,6,6,1,5.0,907,0,0,1,0,3,1,2,5,0,3.0,1,352,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109008
849,447,20,3,137.0,16492,2,2,2,2,1.5,1,8,4,4,10,6,6,6,1,5.0,1888,0,0,2,1,2,1,3,6,1,4.0,2,578,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,190000
850,467,20,3,85.0,10628,2,1,2,2,1.0,1,4,4,4,10,7,5,6,1,5.0,1277,0,0,1,0,2,1,2,5,1,4.0,2,526,3,2,0,0,0,0,176,0,2,0,0,0,0,0,1,0,167000
851,468,70,3,79.0,9480,2,1,2,2,1.0,1,0,4,4,10,5,7,6,1,5.0,888,756,0,1,1,3,1,3,7,2,4.0,1,312,3,2,168,0,0,0,0,0,0,0,0,0,0,0,1,0,146500
852,486,20,3,80.0,9600,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,1113,0,0,1,0,3,1,3,5,1,4.0,1,264,3,2,0,80,120,0,0,0,0,0,0,0,0,0,1,0,147000
853,487,20,3,79.0,10289,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,1073,0,0,1,1,3,1,2,6,0,4.0,2,515,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,156000
854,492,50,3,79.0,9490,2,1,2,2,1.0,1,0,4,4,10,6,7,6,1,4.0,958,620,0,1,0,3,1,1,5,2,4.0,1,240,3,2,0,0,32,0,0,0,3,0,0,0,0,0,1,0,133000
855,494,20,3,70.0,7931,2,1,2,2,1.0,1,4,4,4,10,5,6,6,1,4.0,1269,0,0,1,1,3,1,2,6,1,3.0,1,308,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155000
856,500,20,3,70.0,7535,2,2,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,912,0,1,1,0,2,1,2,5,0,4.0,1,297,3,2,12,285,0,0,0,0,1,480,0,0,0,0,1,0,120000
857,510,20,3,80.0,9600,2,1,2,2,1.5,1,4,4,4,10,5,6,6,1,5.0,1041,0,0,1,0,3,1,2,6,0,4.0,1,270,3,2,224,88,0,0,0,0,3,0,0,0,0,0,1,0,124500
858,511,20,3,75.0,14559,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,1363,0,0,1,0,2,1,2,6,2,1.0,1,288,3,2,324,42,0,0,168,0,0,2000,0,0,0,0,1,0,164900
859,513,20,3,70.0,9100,2,1,2,2,1.5,1,2,4,4,10,5,5,6,1,5.0,864,0,0,1,0,3,1,2,5,0,3.0,2,624,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,129900
860,522,20,3,90.0,11988,2,2,2,2,1.5,1,2,4,4,10,6,6,6,1,4.0,1244,0,0,1,1,3,1,2,6,2,4.0,1,336,3,2,0,40,0,0,0,0,0,0,0,0,0,0,1,0,150000
861,527,20,3,70.0,13300,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,928,0,0,1,0,2,1,2,4,0,4.0,1,252,3,2,261,0,156,0,0,0,0,0,0,0,0,0,1,0,132000
862,533,20,3,60.0,7200,2,1,2,2,1.0,1,4,4,4,10,5,7,6,1,5.0,827,0,0,1,0,2,1,2,5,1,3.0,1,392,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107500
863,538,20,3,70.04995836802665,12735,2,2,2,2,1.0,1,4,4,4,10,4,5,6,1,5.0,864,0,0,1,0,3,1,2,5,0,3.0,2,576,3,2,216,0,0,0,0,0,1,0,0,0,0,0,1,0,111250
864,544,120,2,34.0,4058,2,1,2,2,1.0,1,4,4,3,10,7,5,6,1,5.0,767,0,0,1,0,1,1,2,4,0,4.0,1,367,3,2,120,40,0,0,0,0,0,0,0,0,0,0,1,0,133000
